chr	start	end	type	nhaps
11	11118561	11128286	intergenic	13
11	11128287	11130173	genic	10
11	11128287	11144718	genic-original	12
11	11130174	11144718	genic	18
11	11144719	11146697	intergenic	18
11	11146698	11147878	genic	11
11	11146698	11149058	genic-original	12
11	11147879	11149058	genic	18
11	11149059	11160062	intergenic	18
11	11160063	11160629	genic	18
11	11160063	11160629	genic-original	18
11	11160630	11161587	intergenic	18
11	11161588	11165362	genic	18
11	11161588	11165362	genic-original	18
11	11165363	11187854	intergenic	12
11	11187855	11189117	genic	18
11	11187855	11192906	genic-original	11
11	11189118	11190380	genic	7
11	11190381	11191643	genic	11
11	11191644	11192906	genic	9
11	11192907	11202187	intergenic	11
11	11202188	11203491	genic	18
11	11202188	11203491	genic-original	18
11	11203492	11204918	intergenic	18
11	11204919	11206920	genic	18
11	11204919	11206920	genic-original	18
11	11206921	11207960	intergenic	18
11	11207961	11209164	genic	8
11	11207961	11217591	genic-original	11
11	11209165	11210368	genic	10
11	11210369	11216388	genic	18
11	11216389	11217591	genic	10
11	11217592	11226619	intergenic	13
11	11226620	11227296	genic	18
11	11226620	11227296	genic-original	18
11	11227297	11228482	intergenic	10
11	11228483	11229657	genic	13
11	11228483	11233181	genic-original	15
11	11229658	11230832	genic	9
11	11230833	11232007	genic	12
11	11232008	11233181	genic	10
11	11233182	11251058	intergenic	14
11	11251059	11252748	genic	9
11	11251059	11252748	genic-original	9
11	11252749	11257705	intergenic	12
11	11257706	11259075	genic	9
11	11257706	11259075	genic-original	9
11	11259076	11260918	intergenic	18
11	11260919	11264172	genic	18
11	11260919	11264172	genic-original	18
11	11264173	11264732	intergenic	18
11	11264733	11265474	genic	18
11	11264733	11265474	genic-original	18
11	11265475	11276365	intergenic	11
11	11276366	11279747	genic	11
11	11276366	11279747	genic-original	11
11	11279748	11311756	intergenic	12
11	11311757	11329767	genic	18
11	11311757	11329767	genic-original	18
11	11329768	11343870	intergenic	13
11	11343871	11345167	genic	18
11	11343871	11345167	genic-original	18
11	11345168	11346567	intergenic	18
11	11346568	11347094	genic	18
11	11346568	11347094	genic-original	18
11	11347095	11351799	intergenic	12
11	11351800	11353204	genic	9
11	11351800	11357418	genic-original	11
11	11353205	11354609	genic	10
11	11354610	11357418	genic	18
11	11357419	11364283	intergenic	18
11	11364284	11365023	genic	18
11	11364284	11365023	genic-original	18
11	11365024	11389505	intergenic	12
11	11389506	11391157	genic	18
11	11389506	11402717	genic-original	11
11	11391158	11392808	genic	10
11	11392809	11397763	genic	18
11	11397764	11399414	genic	9
11	11399415	11401066	genic	8
11	11401067	11402717	genic	9
11	11402718	11405292	intergenic	9
11	11405293	11406914	genic	9
11	11405293	11406914	genic-original	9
11	11406915	11407683	intergenic	9
11	11407684	11409482	genic	12
11	11407684	11411281	genic-original	12
11	11409483	11411281	genic	9
11	11411282	11415052	intergenic	11
11	11415053	11415584	genic	18
11	11415053	11415584	genic-original	18
11	11415585	11416752	intergenic	10
11	11416753	11417907	genic	7
11	11416753	11421371	genic-original	11
11	11417908	11419062	genic	8
11	11419063	11420217	genic	8
11	11420218	11421371	genic	9
11	11421372	11436563	intergenic	18
11	11436564	11437927	genic	18
11	11436564	11437927	genic-original	18
11	11437928	11458801	intergenic	18
11	11458802	11470215	genic	18
11	11458802	11470215	genic-original	18
11	11470216	11490803	intergenic	18
11	11490804	11492706	genic	18
11	11490804	11492706	genic-original	18
11	11492707	11492714	intergenic	18
11	11492715	11493884	genic	18
11	11492715	11493884	genic-original	18
11	11493885	11497599	intergenic	18
11	11497600	11500127	genic	18
11	11497600	11500127	genic-original	18
11	11500128	11501353	intergenic	18
11	11501354	11504203	genic	18
11	11501354	11504203	genic-original	18
11	11504204	11509905	intergenic	12
11	11509906	11511405	genic	11
11	11509906	11512905	genic-original	12
11	11511406	11512905	genic	10
11	11512906	11534161	intergenic	13
11	11534162	11538555	genic	18
11	11534162	11538555	genic-original	18
11	11538556	11595013	intergenic	13
11	11595014	11596119	genic	18
11	11595014	11596119	genic-original	18
11	11596120	11621769	intergenic	18
11	11621770	11623600	genic	18
11	11621770	11623600	genic-original	18
11	11623601	11676379	intergenic	11
11	11676380	11677839	genic	10
11	11676380	11697271	genic-original	13
11	11677840	11679299	genic	9
11	11679300	11697271	genic	13
11	11697272	11697962	intergenic	18
11	11697963	11698764	genic	18
11	11697963	11698764	genic-original	18
11	11698765	11710517	intergenic	12
11	11710518	11722157	genic	18
11	11710518	11722157	genic-original	18
11	11722158	11737980	intergenic	18
11	11737981	11741102	genic	18
11	11737981	11741102	genic-original	18
11	11741103	11744435	intergenic	11
11	11744436	11746645	genic	9
11	11744436	11746645	genic-original	9
11	11746646	11747521	intergenic	9
11	11747522	11748964	genic	10
11	11747522	11748964	genic-original	10
11	11748965	11754854	intergenic	12
11	11754855	11756937	genic	9
11	11754855	11756937	genic-original	9
11	11756938	11769257	intergenic	14
11	11769258	11770679	genic	9
11	11769258	11770679	genic-original	9
11	11770680	11785728	intergenic	12
11	11785729	11787272	genic	18
11	11785729	11787272	genic-original	18
11	11787273	11793325	intergenic	18
11	11793326	11793771	genic	18
11	11793326	11793771	genic-original	18
11	11793772	11809577	intergenic	14
11	11809578	11811309	genic	10
11	11809578	11813040	genic-original	13
11	11811310	11813040	genic	13
11	11813041	11824925	intergenic	14
11	11824926	11826241	genic	8
11	11824926	11835451	genic-original	10
11	11826242	11827557	genic	9
11	11827558	11828873	genic	9
11	11828874	11830188	genic	8
11	11830189	11831504	genic	8
11	11831505	11832820	genic	9
11	11832821	11834136	genic	9
11	11834137	11835451	genic	11
11	11835452	11837159	intergenic	18
11	11837160	11838982	genic	18
11	11837160	11838982	genic-original	18
11	11838983	11839236	intergenic	18
11	11839237	11856945	genic	18
11	11839237	11856945	genic-original	18
11	11856946	11932299	intergenic	18
11	11932300	11933120	genic	18
11	11932300	11933120	genic-original	18
11	11933121	11933166	intergenic	18
11	11933167	11938652	genic	18
11	11933167	11938652	genic-original	18
11	11938653	11940718	intergenic	18
11	11940719	11945378	genic	18
11	11940719	11945378	genic-original	18
11	11945379	11972540	intergenic	18
11	11972541	11978521	genic	18
11	11972541	11978521	genic-original	18
11	11978522	11998078	intergenic	18
11	11998079	12005984	genic	18
11	11998079	12005984	genic-original	18
11	12005985	12042415	intergenic	12
11	12042416	12050548	genic	18
11	12042416	12050548	genic-original	18
11	12050549	12057739	intergenic	18
11	12057740	12058068	genic	18
11	12057740	12058068	genic-original	18
11	12058069	12062487	intergenic	18
11	12062488	12066275	genic	18
11	12062488	12066275	genic-original	18
11	12066276	12068142	intergenic	18
11	12068143	12068685	genic	18
11	12068143	12068685	genic-original	18
11	12068686	12082782	intergenic	18
11	12082783	12083707	genic	18
11	12082783	12083707	genic-original	18
11	12083708	12085945	intergenic	18
11	12085946	12087988	genic	18
11	12085946	12087988	genic-original	18
11	12087989	12103534	intergenic	18
11	12103535	12104333	genic	7
11	12103535	12104333	genic-original	7
11	12104334	12130950	intergenic	12
11	12130951	12132898	genic	8
11	12130951	12134845	genic-original	10
11	12132899	12134845	genic	8
11	12134846	12140761	intergenic	10
11	12140762	12142344	genic	9
11	12140762	12147090	genic-original	10
11	12142345	12143926	genic	8
11	12143927	12145508	genic	9
11	12145509	12147090	genic	8
11	12147091	12147544	intergenic	8
11	12147545	12148891	genic	8
11	12147545	12148891	genic-original	8
11	12148892	12155278	intergenic	13
11	12155279	12158255	genic	9
11	12155279	12158255	genic-original	9
11	12158256	12166308	intergenic	11
11	12166309	12167950	genic	7
11	12166309	12169591	genic-original	10
11	12167951	12169591	genic	10
11	12169592	12171047	intergenic	9
11	12171048	12172902	genic	10
11	12171048	12172902	genic-original	10
11	12172903	12246481	intergenic	13
11	12246482	12247778	genic	9
11	12246482	12251668	genic-original	10
11	12247779	12249075	genic	9
11	12249076	12250372	genic	7
11	12250373	12251668	genic	9
11	12251669	12267635	intergenic	13
11	12267636	12268801	genic	5
11	12267636	12268801	genic-original	5
11	12268802	12295175	intergenic	12
11	12295176	12297797	genic	9
11	12295176	12297797	genic-original	9
11	12297798	12300042	intergenic	10
11	12300043	12301288	genic	10
11	12300043	12305026	genic-original	10
11	12301289	12302534	genic	9
11	12302535	12303780	genic	9
11	12303781	12305026	genic	9
11	12305027	12308805	intergenic	11
11	12308806	12310056	genic	11
11	12308806	12313806	genic-original	12
11	12310057	12311306	genic	10
11	12311307	12312556	genic	11
11	12312557	12313806	genic	8
11	12313807	12319464	intergenic	10
11	12319465	12321423	genic	9
11	12319465	12321423	genic-original	9
11	12321424	12324000	intergenic	13
11	12324001	12328941	genic	9
11	12324001	12328941	genic-original	9
11	12328942	12331574	intergenic	9
11	12331575	12332082	genic	6
11	12331575	12332082	genic-original	6
11	12332083	12333342	intergenic	9
11	12333343	12334037	genic	8
11	12333343	12334037	genic-original	8
11	12334038	12339262	intergenic	13
11	12339263	12341091	genic	10
11	12339263	12341091	genic-original	10
11	12341092	12345049	intergenic	11
11	12345050	12346081	genic	6
11	12345050	12349176	genic-original	12
11	12346082	12347113	genic	10
11	12347114	12348145	genic	6
11	12348146	12349176	genic	8
11	12349177	12367291	intergenic	12
11	12367292	12368746	genic	11
11	12367292	12368746	genic-original	11
11	12368747	12369430	intergenic	9
11	12369431	12370688	genic	8
11	12369431	12374460	genic-original	12
11	12370689	12371945	genic	12
11	12371946	12373203	genic	9
11	12373204	12374460	genic	9
11	12374461	12381405	intergenic	13
11	12381406	12382438	genic	11
11	12381406	12382438	genic-original	11
11	12382439	12382663	intergenic	18
11	12382664	12391385	genic	18
11	12382664	12391385	genic-original	18
11	12391386	12400512	intergenic	13
11	12400513	12401924	genic	8
11	12400513	12401924	genic-original	8
11	12401925	12421719	intergenic	14
11	12421720	12422221	genic	7
11	12421720	12422221	genic-original	7
11	12422222	12423159	intergenic	10
11	12423160	12424608	genic	11
11	12423160	12424608	genic-original	11
11	12424609	12446203	intergenic	14
11	12446204	12446886	genic	9
11	12446204	12446886	genic-original	9
11	12446887	12456655	intergenic	11
11	12456656	12457671	genic	7
11	12456656	12464778	genic-original	11
11	12457672	12458686	genic	8
11	12458687	12459702	genic	7
11	12459703	12460717	genic	7
11	12460718	12461733	genic	8
11	12461734	12462748	genic	9
11	12462749	12463763	genic	8
11	12463764	12464778	genic	9
11	12464779	12482680	intergenic	13
11	12482681	12484005	genic	8
11	12482681	12485329	genic-original	10
11	12484006	12485329	genic	7
11	12485330	12511761	intergenic	13
11	12511762	12513113	genic	9
11	12511762	12517169	genic-original	11
11	12513114	12514465	genic	7
11	12514466	12515817	genic	6
11	12515818	12517169	genic	8
11	12517170	12526000	intergenic	14
11	12526001	12527490	genic	7
11	12526001	12527490	genic-original	7
11	12527491	12541250	intergenic	12
11	12541251	12542291	genic	7
11	12541251	12549578	genic-original	12
11	12542292	12543332	genic	6
11	12543333	12544373	genic	7
11	12544374	12545414	genic	7
11	12545415	12546455	genic	7
11	12546456	12547496	genic	9
11	12547497	12548537	genic	10
11	12548538	12549578	genic	8
11	12549579	12555293	intergenic	11
11	12555294	12556852	genic	10
11	12555294	12558411	genic-original	12
11	12556853	12558411	genic	11
11	12558412	12574574	intergenic	13
11	12574575	12576328	genic	10
11	12574575	12578081	genic-original	12
11	12576329	12578081	genic	12
11	12578082	12595006	intergenic	15
11	12595007	12596264	genic	10
11	12595007	12600038	genic-original	12
11	12596265	12597522	genic	8
11	12597523	12598780	genic	10
11	12598781	12600038	genic	7
11	12600039	12603987	intergenic	13
11	12603988	12605799	genic	11
11	12603988	12611233	genic-original	12
11	12605800	12607610	genic	9
11	12607611	12609422	genic	8
11	12609423	12611233	genic	10
11	12611234	12642678	intergenic	13
11	12642679	12644593	genic	15
11	12642679	12644593	genic-original	15
11	12644594	12654012	intergenic	13
11	12654013	12654476	genic	6
11	12654013	12654476	genic-original	6
11	12654477	12655312	intergenic	6
11	12655313	12656707	genic	12
11	12655313	12660889	genic-original	13
11	12656708	12658101	genic	11
11	12658102	12659495	genic	11
11	12659496	12660889	genic	10
11	12660890	12680715	intergenic	13
11	12680716	12681803	genic	8
11	12680716	12685065	genic-original	12
11	12681804	12682890	genic	11
11	12682891	12683978	genic	9
11	12683979	12685065	genic	8
11	12685066	12722699	intergenic	14
11	12722700	12723924	genic	12
11	12722700	12727598	genic-original	13
11	12723925	12725149	genic	12
11	12725150	12726374	genic	13
11	12726375	12727598	genic	12
11	12727599	12779670	intergenic	15
11	12779671	12781338	genic	7
11	12779671	12783005	genic-original	11
11	12781339	12783005	genic	10
11	12783006	12793340	intergenic	15
11	12793341	12795071	genic	11
11	12793341	12796802	genic-original	14
11	12795072	12796802	genic	13
11	12796803	12816706	intergenic	15
11	12816707	12818510	genic	13
11	12816707	12820314	genic-original	14
11	12818511	12820314	genic	13
11	12820315	12826077	intergenic	14
11	12826078	12827249	genic	5
11	12826078	12830762	genic-original	13
11	12827250	12828420	genic	9
11	12828421	12829591	genic	8
11	12829592	12830762	genic	12
11	12830763	12875341	intergenic	14
11	12875342	12875850	genic	4
11	12875342	12875850	genic-original	4
11	12875851	12877699	intergenic	12
11	12877700	12879083	genic	8
11	12877700	12888771	genic-original	11
11	12879084	12880467	genic	6
11	12880468	12881851	genic	9
11	12881852	12883235	genic	7
11	12883236	12884619	genic	8
11	12884620	12886003	genic	8
11	12886004	12887387	genic	10
11	12887388	12888771	genic	11
11	12888772	12888915	intergenic	2
11	12888916	12890086	genic	8
11	12888916	12898279	genic-original	11
11	12890087	12891256	genic	8
11	12891257	12892427	genic	8
11	12892428	12893597	genic	8
11	12893598	12894768	genic	7
11	12894769	12895938	genic	7
11	12895939	12897109	genic	7
11	12897110	12898279	genic	7
11	12898280	12913394	intergenic	15
11	12913395	12914968	genic	10
11	12913395	12919690	genic-original	11
11	12914969	12916542	genic	8
11	12916543	12918116	genic	7
11	12918117	12919690	genic	9
11	12919691	12921561	intergenic	11
11	12921562	12922781	genic	11
11	12921562	12922781	genic-original	11
11	12922782	12945036	intergenic	13
11	12945037	12946889	genic	11
11	12945037	12946889	genic-original	11
11	12946890	12947060	intergenic	5
11	12947061	12948836	genic	8
11	12947061	12948836	genic-original	8
11	12948837	12957309	intergenic	13
11	12957310	12959168	genic	7
11	12957310	12959168	genic-original	7
11	12959169	12983744	intergenic	14
11	12983745	12985154	genic	9
11	12983745	12989382	genic-original	14
11	12985155	12986563	genic	9
11	12986564	12987973	genic	14
11	12987974	12989382	genic	6
11	12989383	13012466	intergenic	13
11	13012467	13016412	genic	18
11	13012467	13016412	genic-original	18
11	13016413	13037701	intergenic	13
11	13037702	13038357	genic	8
11	13037702	13038357	genic-original	8
11	13038358	13044934	intergenic	13
11	13044935	13046591	genic	14
11	13044935	13051561	genic-original	15
11	13046592	13048248	genic	13
11	13048249	13049905	genic	12
11	13049906	13051561	genic	9
11	13051562	13052954	intergenic	10
11	13052955	13054528	genic	9
11	13052955	13065544	genic-original	14
11	13054529	13056102	genic	10
11	13056103	13057676	genic	9
11	13057677	13059249	genic	9
11	13059250	13060823	genic	13
11	13060824	13062397	genic	12
11	13062398	13063971	genic	13
11	13063972	13065544	genic	13
11	13065545	13066914	intergenic	12
11	13066915	13068517	genic	10
11	13066915	13070120	genic-original	13
11	13068518	13070120	genic	10
11	13070121	13098492	intergenic	16
11	13098493	13099793	genic	9
11	13098493	13103693	genic-original	14
11	13099794	13101093	genic	12
11	13101094	13102393	genic	8
11	13102394	13103693	genic	9
11	13103694	13152464	intergenic	14
11	13152465	13152894	genic	7
11	13152465	13152894	genic-original	7
11	13152895	13158510	intergenic	14
11	13158511	13160576	genic	7
11	13158511	13160576	genic-original	7
11	13160577	13182293	intergenic	13
11	13182294	13183828	genic	10
11	13182294	13185362	genic-original	14
11	13183829	13185362	genic	14
11	13185363	13234867	intergenic	16
11	13234868	13237301	genic	18
11	13234868	13237301	genic-original	18
11	13237302	13253167	intergenic	18
11	13253168	13256554	genic	18
11	13253168	13256554	genic-original	18
11	13256555	13258861	intergenic	18
11	13258862	13259122	genic	18
11	13258862	13259122	genic-original	18
11	13259123	13265781	intergenic	18
11	13265782	13266095	genic	18
11	13265782	13266095	genic-original	18
11	13266096	13268124	intergenic	18
11	13268125	13271000	genic	18
11	13268125	13271000	genic-original	18
11	13271001	13272645	intergenic	18
11	13272646	13274123	genic	18
11	13272646	13274123	genic-original	18
11	13274124	13279451	intergenic	18
11	13279452	13283272	genic	18
11	13279452	13283272	genic-original	18
11	13283273	13285387	intergenic	18
11	13285388	13287385	genic	18
11	13285388	13287385	genic-original	18
11	13287386	13292526	intergenic	18
11	13292527	13292953	genic	18
11	13292527	13292953	genic-original	18
11	13292954	13295723	intergenic	18
11	13295724	13298452	genic	18
11	13295724	13298452	genic-original	18
11	13298453	13299708	intergenic	18
11	13299709	13304017	genic	18
11	13299709	13304017	genic-original	18
11	13304018	13304479	intergenic	18
11	13304480	13307505	genic	18
11	13304480	13307505	genic-original	18
11	13307506	13308122	intergenic	18
11	13308123	13310052	genic	18
11	13308123	13310052	genic-original	18
11	13310053	13375328	intergenic	18
11	13375329	13376248	genic	18
11	13375329	13376248	genic-original	18
11	13376249	13420077	intergenic	15
11	13420078	13420514	genic	7
11	13420078	13420514	genic-original	7
11	13420515	13442745	intergenic	13
11	13442746	13443845	genic	5
11	13442746	13447144	genic-original	10
11	13443846	13444945	genic	9
11	13444946	13446045	genic	5
11	13446046	13447144	genic	6
11	13447145	13483530	intergenic	13
11	13483531	13484517	genic	11
11	13483531	13484517	genic-original	11
11	13484518	13516075	intergenic	13
11	13516076	13566105	intergenic	13
11	13566106	13597694	intergenic	13
11	13597695	13599346	genic	10
11	13597695	13600997	genic-original	10
11	13599347	13600997	genic	9
11	13600998	13623158	intergenic	13
11	13623159	13624724	genic	10
11	13623159	13626290	genic-original	12
11	13624725	13626290	genic	12
11	13626291	13651519	intergenic	16
11	13651520	13653106	genic	16
11	13651520	13653106	genic-original	16
11	13653107	13665792	intergenic	13
11	13665793	13669872	genic	18
11	13665793	13669872	genic-original	18
11	13669873	13670863	intergenic	18
11	13670864	13671925	genic	10
11	13670864	13675110	genic-original	12
11	13671926	13672987	genic	10
11	13672988	13674049	genic	9
11	13674050	13675110	genic	10
11	13675111	13678262	intergenic	13
11	13678263	13679634	genic	9
11	13678263	13681005	genic-original	13
11	13679635	13681005	genic	12
11	13681006	13697596	intergenic	14
11	13697597	13698637	genic	10
11	13697597	13699678	genic-original	12
11	13698638	13699678	genic	11
11	13699679	13722620	intergenic	14
11	13722621	13724328	genic	11
11	13722621	13724328	genic-original	11
11	13724329	13749955	intergenic	13
11	13749956	13751637	genic	11
11	13749956	13751637	genic-original	11
11	13751638	13753486	intergenic	13
11	13753487	13755207	genic	18
11	13753487	13755207	genic-original	18
11	13755208	13771644	intergenic	18
11	13771645	13773328	genic	18
11	13771645	13773328	genic-original	18
11	13773329	13776385	intergenic	14
11	13776386	13779956	genic	18
11	13776386	13781146	genic-original	10
11	13779957	13781146	genic	8
11	13781147	13784924	intergenic	12
11	13784925	13786466	genic	7
11	13784925	13788007	genic-original	12
11	13786467	13788007	genic	12
11	13788008	13821298	intergenic	15
11	13821299	13822433	genic	10
11	13821299	13822433	genic-original	10
11	13822434	13826736	intergenic	13
11	13826737	13827771	genic	12
11	13826737	13830875	genic-original	12
11	13827772	13828806	genic	9
11	13828807	13829841	genic	9
11	13829842	13830875	genic	9
11	13830876	13839977	intergenic	12
11	13839978	13841853	genic	11
11	13839978	13843728	genic-original	13
11	13841854	13843728	genic	11
11	13843729	13870348	intergenic	18
11	13870349	13873379	genic	18
11	13870349	13873379	genic-original	18
11	13873380	13876336	intergenic	18
11	13876337	13877025	genic	18
11	13876337	13877025	genic-original	18
11	13877026	13883605	intergenic	18
11	13883606	13944261	genic	18
11	13883606	13944261	genic-original	18
11	13944262	13979557	intergenic	18
11	13979558	13980540	genic	18
11	13979558	13980540	genic-original	18
11	13980541	13995473	intergenic	14
11	13995474	13998210	genic	18
11	13995474	13998210	genic-original	18
11	13998211	14006628	intergenic	18
11	14006629	14011890	genic	18
11	14006629	14011890	genic-original	18
11	14011891	14014934	intergenic	18
11	14014935	14016181	genic	18
11	14014935	14016181	genic-original	18
11	14016182	14027091	intergenic	18
11	14027092	14027522	genic	18
11	14027092	14027522	genic-original	18
11	14027523	14028868	intergenic	18
11	14028869	14034315	genic	18
11	14028869	14034315	genic-original	18
11	14034316	14047164	intergenic	18
11	14047165	14047997	genic	18
11	14047165	14047997	genic-original	18
11	14047998	14051987	intergenic	15
11	14051988	14053664	genic	10
11	14051988	14058693	genic-original	12
11	14053665	14055340	genic	11
11	14055341	14058693	genic	18
11	14058694	14089382	intergenic	18
11	14089383	14089981	genic	18
11	14089383	14089981	genic-original	18
11	14089982	14120026	intergenic	14
11	14120027	14121063	genic	18
11	14120027	14121063	genic-original	18
11	14121064	14142247	intergenic	14
11	14142248	14146529	genic	18
11	14142248	14146529	genic-original	18
11	14146530	14147779	intergenic	18
11	14147780	14148746	genic	18
11	14147780	14148746	genic-original	18
11	14148747	14176871	intergenic	15
11	14176872	14177446	genic	18
11	14176872	14177446	genic-original	18
11	14177447	14196953	intergenic	18
11	14196954	14197709	genic	18
11	14196954	14197709	genic-original	18
11	14197710	14271454	intergenic	14
11	14271455	14279857	genic	18
11	14271455	14279857	genic-original	18
11	14279858	14285536	intergenic	18
11	14285537	14286864	genic	18
11	14285537	14286864	genic-original	18
11	14286865	14308414	intergenic	14
11	14308415	14314557	genic	18
11	14308415	14314557	genic-original	18
11	14314558	14317638	intergenic	18
11	14317639	14332871	genic	18
11	14317639	14332871	genic-original	18
11	14332872	14334710	intergenic	18
11	14334711	14335609	genic	18
11	14334711	14335609	genic-original	18
11	14335610	14336649	intergenic	18
11	14336650	14337215	genic	18
11	14336650	14337215	genic-original	18
11	14337216	14356994	intergenic	12
11	14356995	14358274	genic	9
11	14356995	14367227	genic-original	13
11	14358275	14359553	genic	6
11	14359554	14360832	genic	14
11	14360833	14362111	genic	7
11	14362112	14367227	genic	18
11	14367228	14428836	intergenic	16
11	14428837	14446649	genic	13
11	14428837	14446649	genic-original	13
11	14446650	14453504	intergenic	18
11	14453505	14456717	genic	18
11	14453505	14465618	genic-original	15
11	14456718	14465618	genic	14
11	14465619	14478261	intergenic	11
11	14478262	14479659	genic	9
11	14478262	14481056	genic-original	11
11	14479660	14481056	genic	10
11	14481057	14506174	intergenic	14
11	14506175	14512824	genic	18
11	14506175	14512824	genic-original	18
11	14512825	14534532	intergenic	18
11	14534533	14537961	genic	18
11	14534533	14537961	genic-original	18
11	14537962	14549262	intergenic	18
11	14549263	14550928	genic	18
11	14549263	14550928	genic-original	18
11	14550929	14618571	intergenic	16
11	14618572	14621053	genic	18
11	14618572	14621053	genic-original	18
11	14621054	14621883	intergenic	18
11	14621884	14627075	genic	18
11	14621884	14627075	genic-original	18
11	14627076	14641073	intergenic	15
11	14641074	14645913	genic	18
11	14641074	14645913	genic-original	18
11	14645914	14646459	intergenic	18
11	14646460	14647418	genic	18
11	14646460	14647418	genic-original	18
11	14647419	14648737	intergenic	18
11	14648738	14651921	genic	18
11	14648738	14651921	genic-original	18
11	14651922	14672077	intergenic	18
11	14672078	14672856	genic	18
11	14672078	14672856	genic-original	18
11	14672857	14678394	intergenic	15
11	14678395	14682233	genic	9
11	14678395	14682233	genic-original	9
11	14682234	14740756	intergenic	16
11	14740757	14743771	genic	18
11	14740757	14743771	genic-original	18
11	14743772	14758483	intergenic	14
11	14758484	14762013	genic	18
11	14758484	14762013	genic-original	18
11	14762014	14764133	intergenic	18
11	14764134	14768444	genic	18
11	14764134	14768444	genic-original	18
11	14768445	14772000	intergenic	18
11	14772001	14783840	genic	18
11	14772001	14783840	genic-original	18
11	14783841	14785480	intergenic	18
11	14785481	14792787	genic	18
11	14785481	14792787	genic-original	18
11	14792788	14823918	intergenic	18
11	14823919	14830673	genic	18
11	14823919	14830673	genic-original	18
11	14830674	14835241	intergenic	12
11	14835242	14837478	genic	18
11	14835242	14837478	genic-original	18
11	14837479	14839756	intergenic	18
11	14839757	14856884	genic	18
11	14839757	14859331	genic-original	16
11	14856885	14858108	genic	11
11	14858109	14859331	genic	11
11	14859332	14873863	intergenic	18
11	14873864	14875770	genic	18
11	14873864	14875770	genic-original	18
11	14875771	14919309	intergenic	16
11	14919310	14923886	genic	18
11	14919310	14923886	genic-original	18
11	14923887	14927740	intergenic	18
11	14927741	14928222	genic	18
11	14927741	14928222	genic-original	18
11	14928223	14939573	intergenic	18
11	14939574	14941860	genic	18
11	14939574	14941860	genic-original	18
11	14941861	14966859	intergenic	18
11	14966860	14968872	genic	18
11	14966860	14968872	genic-original	18
11	14968873	14972227	intergenic	18
11	14972228	14975337	genic	18
11	14972228	14975337	genic-original	18
11	14975338	14994125	intergenic	15
11	14994126	14994835	genic	18
11	14994126	14994835	genic-original	18
11	14994836	15029548	intergenic	15
11	15029549	15031547	genic	12
11	15029549	15033546	genic-original	13
11	15031548	15033546	genic	11
11	15033547	15035886	intergenic	18
11	15035887	15036548	genic	18
11	15035887	15036548	genic-original	18
11	15036549	15036710	intergenic	18
11	15036711	15041089	genic	18
11	15036711	15041089	genic-original	18
11	15041090	15080603	intergenic	15
11	15080604	15081082	genic	18
11	15080604	15081082	genic-original	18
11	15081083	15081096	intergenic	18
11	15081097	15092786	genic	18
11	15081097	15092786	genic-original	18
11	15092787	15094743	intergenic	18
11	15094744	15103496	genic	18
11	15094744	15103496	genic-original	18
11	15103497	15106395	intergenic	18
11	15106396	15106999	genic	18
11	15106396	15106999	genic-original	18
11	15107000	15139651	intergenic	17
11	15139652	15143125	genic	18
11	15139652	15143125	genic-original	18
11	15143126	15156251	intergenic	16
11	15156252	15157548	genic	7
11	15156252	15157548	genic-original	7
11	15157549	15208168	intergenic	16
11	15208169	15209838	genic	18
11	15208169	15209838	genic-original	18
11	15209839	15227750	intergenic	15
11	15227751	15228309	genic	18
11	15227751	15228309	genic-original	18
11	15228310	15229543	intergenic	18
11	15229544	15230770	genic	18
11	15229544	15239356	genic-original	14
11	15230771	15231997	genic	8
11	15231998	15239356	genic	18
11	15239357	15249202	intergenic	18
11	15249203	15250524	genic	18
11	15249203	15250524	genic-original	18
11	15250525	15251130	intergenic	18
11	15251131	15254828	genic	18
11	15251131	15254828	genic-original	18
11	15254829	15275007	intergenic	18
11	15275008	15276154	genic	18
11	15275008	15276154	genic-original	18
11	15276155	15290726	intergenic	18
11	15290727	15291634	genic	18
11	15290727	15291634	genic-original	18
11	15291635	15297635	intergenic	13
11	15297636	15298712	genic	12
11	15297636	15299789	genic-original	13
11	15298713	15299789	genic	8
11	15299790	15309094	intergenic	13
11	15309095	15309839	genic	9
11	15309095	15309839	genic-original	9
11	15309840	15342828	intergenic	17
11	15342829	15344198	genic	9
11	15342829	15344198	genic-original	9
11	15344199	15351056	intergenic	12
11	15351057	15352705	genic	10
11	15351057	15364243	genic-original	13
11	15352706	15354353	genic	12
11	15354354	15356002	genic	7
11	15356003	15357650	genic	8
11	15357651	15359299	genic	8
11	15359300	15360947	genic	8
11	15360948	15362595	genic	10
11	15362596	15364243	genic	9
11	15364244	15386016	intergenic	15
11	15386017	15392805	genic	18
11	15386017	15392805	genic-original	18
11	15392806	15394790	intergenic	18
11	15394791	15401567	genic	18
11	15394791	15401567	genic-original	18
11	15401568	15434167	intergenic	15
11	15434168	15440996	genic	18
11	15434168	15440996	genic-original	18
11	15440997	15481601	intergenic	14
11	15481602	15483462	genic	13
11	15481602	15483462	genic-original	13
11	15483463	15494584	intergenic	14
11	15494585	15496072	genic	12
11	15494585	15500535	genic-original	12
11	15496073	15497560	genic	8
11	15497561	15499048	genic	11
11	15499049	15500535	genic	10
11	15500536	15501330	intergenic	12
11	15501331	15502393	genic	12
11	15501331	15502393	genic-original	12
